id,protein1,protein2,protein3,protein4,protein5,protein6,protein7,protein8,protein9,protein10,protein11,protein12,protein13,protein14,protein15,protein16,protein17,protein18,protein19,protein20,protein21,protein22,protein23,protein24,protein25,protein26,protein27,protein28,protein29,protein30,protein31,protein32,protein33,protein34,protein35,protein36,protein37,protein38,protein39,protein40,protein41,protein42,protein43,protein44,protein45,protein46,protein47,protein48,protein49,protein50,protein51,protein52
1,690.9306640625,1.1015137434005737,0.33803263306617737,2.0952587127685547,1.9867031574249268,2.655477523803711,5.1926703453063965,3.7284653186798096,7.974388122558594,0.6211626529693604,51.949337005615234,0.4663142263889313,0.08768409490585327,1.8542567491531372,0.6635290384292603,1.1104680299758911,0.18967828154563904,0.18638363480567932,0.08649368584156036,1.270253300666809,1.7224173545837402,0.2914300858974457,1.8741666078567505,0.06395093351602554,0.5644057393074036,0.8969709277153015,0.1486997902393341,1.075448751449585,1.267234444618225,0.0730496495962143,8.118544578552246,0.30953100323677063,0.09440048784017563,0.9082951545715332,0.08241289108991623,0.17754186689853668,0.692497193813324,4.148655414581299,0.31500518321990967,0.26665231585502625,2.4691593647003174,0.7617761492729187,0.11836939305067062,0.9276025295257568,0.07041257619857788,11.802840232849121,0.7998548746109009,2.396329402923584,4.577846050262451,6.061445713043213,1.4069561958312988,0.07332262396812439
2,674.0438842773438,1.716992735862732,0.5120832324028015,3.254199266433716,3.060911178588867,4.100560665130615,8.003437042236328,5.790456771850586,2.9411957263946533,0.25078076124191284,55.54545974731445,0.43646225333213806,0.1138492003083229,11.649469375610352,0.7196857929229736,1.3980149030685425,0.1891469806432724,0.1895824819803238,0.11360061913728714,1.8944091796875,4.362406253814697,0.25442299246788025,1.0273715257644653,0.07826831191778183,0.1399036943912506,0.1997949481010437,0.10893227159976959,0.16013093292713165,0.6216886043548584,0.05255937576293945,10.863489151000977,0.3176848888397217,0.17661738395690918,0.857997715473175,0.0893712043762207,0.13771569728851318,0.4006706476211548,3.2736923694610596,0.2162492573261261,0.32212087512016296,2.09521746635437,0.18491610884666443,0.12098768353462219,0.7737236022949219,0.3485914468765259,17.131118774414062,0.7158972024917603,2.537059783935547,4.851518630981445,5.077484607696533,1.1758549213409424,0.07832618057727814
3,661.05517578125,1.7660804986953735,0.524978518486023,3.2656073570251465,3.136247158050537,4.214771747589111,8.161823272705078,5.971868515014648,3.5927631855010986,0.26303938031196594,46.58761978149414,0.6451684236526489,0.142622172832489,18.25643539428711,1.103048324584961,1.3028721809387207,0.267142117023468,0.38575634360313416,0.19600284099578857,8.122395515441895,7.0285186767578125,1.5521140098571777,0.8353201150894165,0.10959737747907639,0.1721014529466629,0.5723985433578491,0.1543121337890625,0.16901791095733643,1.1590731143951416,0.09474772214889526,21.28036117553711,0.6081504225730896,0.1118994653224945,0.3247152268886566,0.12087288498878479,0.17709702253341675,1.152988314628601,3.6370575428009033,0.5808055400848389,0.45945027470588684,3.0777270793914795,2.2249462604522705,0.2395811676979065,0.7861413955688477,0.23271195590496063,14.377202987670898,0.6348519921302795,4.011007785797119,7.628147125244141,5.026156425476074,1.1386865377426147,0.061794623732566833
4,708.4624633789062,1.0579752922058105,0.31350022554397583,1.9720118045806885,1.8766034841537476,2.5258514881134033,4.903439998626709,3.5423507690429688,2.584691286087036,0.23330476880073547,52.661277770996094,0.2513827979564667,0.0695253387093544,0.9652498364448547,0.12297093123197556,0.05042155459523201,0.06886684149503708,0.2364092916250229,0.05017835646867752,0.0955834612250328,0.27049770951271057,0.1128813773393631,0.3014938235282898,0.04289226606488228,0.09816115349531174,0.15051794052124023,0.2894771099090576,0.034788135439157486,0.2639215588569641,0.06074982136487961,11.165729522705078,0.27265089750289917,0.08541755378246307,0.061250269412994385,0.04598013311624527,0.07353288680315018,0.22793176770210266,0.8034364581108093,0.2978040277957916,0.1723872870206833,0.9849923849105835,0.31235262751579285,0.0629793331027031,0.27043795585632324,0.06621027737855911,0.7985875606536865,0.574971079826355,2.6139180660247803,4.953640937805176,5.9817914962768555,1.3744231462478638,0.07809337228536606
5,515.079345703125,1.4938246011734009,0.4270225167274475,2.671708583831787,2.539767265319824,3.423346519470215,6.651448726654053,4.8522257804870605,4.896438121795654,0.40858638286590576,42.00416564941406,0.4531351923942566,0.08300986140966415,3.118738889694214,0.4433545470237732,1.388140082359314,0.17742054164409637,0.35967326164245605,0.0916476920247078,1.4989641904830933,2.6839852333068848,0.31941768527030945,0.8352369666099548,0.11883306503295898,0.3428030014038086,1.5001479387283325,0.17049911618232727,0.1885492205619812,0.5823426246643066,0.06714648753404617,22.02195930480957,0.28344306349754333,0.4850247800350189,0.5804436206817627,0.08793826401233673,0.11088920384645462,0.4587993025779724,1.9672690629959106,0.18832135200500488,0.30940502882003784,2.1866183280944824,1.1550536155700684,0.12132284045219421,0.7508525252342224,0.06686480343341827,10.53454303741455,0.7218296527862549,1.484233021736145,2.815199375152588,3.897812843322754,0.8724054098129272,0.06888937950134277
6,682.779541015625,1.6749392747879028,0.49570712447166443,3.0772416591644287,2.9545834064483643,3.9858291149139404,7.755026340484619,5.653634071350098,1.6836594343185425,0.1401604562997818,44.64176559448242,0.24377894401550293,0.05893293023109436,10.473564147949219,0.1769404262304306,0.31713369488716125,0.06965821981430054,0.08649937808513641,0.04749813303351402,0.0987819954752922,0.21308311820030212,0.047417908906936646,0.10315880179405212,0.12816937267780304,0.05474289134144783,3.6321351528167725,0.0395299531519413,0.04528653249144554,0.3571738600730896,0.04450244456529617,7.33994722366333,0.22525101900100708,0.08335062116384506,0.0532858669757843,0.047498710453510284,0.07534120231866837,0.12333987653255463,0.2935442626476288,0.0367097333073616,0.17156000435352325,1.8254444599151611,0.02391337975859642,0.031468626111745834,0.35077065229415894,0.0693155974149704,4.383354663848877,0.4661235809326172,3.082995891571045,5.8540167808532715,5.481129169464111,1.2487901449203491,0.06652052700519562
7,665.0609130859375,2.5369455814361572,0.7369797825813293,4.636978626251221,4.455743789672852,5.987210273742676,11.590536117553711,8.506040573120117,18.62022590637207,1.3851213455200195,42.46977233886719,2.234581232070923,0.47054868936538696,8.132055282592773,3.8371903896331787,2.653533935546875,0.4246577322483063,0.2375013381242752,0.1886928379535675,3.351194381713867,0.5596278309822083,0.8834143877029419,4.611656665802002,0.1139201819896698,0.7585882544517517,5.201081275939941,0.3172450065612793,0.8774638772010803,1.9248361587524414,0.15903253853321075,23.775989532470703,1.0092049837112427,0.15648195147514343,2.7200183868408203,0.19673164188861847,0.32891687750816345,2.584369421005249,3.520670175552368,0.3588862121105194,0.6613587737083435,7.089466094970703,1.781463861465454,0.22832569479942322,2.5384068489074707,0.2978615164756775,22.046077728271484,1.7830976247787476,5.833553314208984,11.10638427734375,4.940945625305176,1.12225341796875,0.08724591135978699
8,666.1962890625,0.14095263183116913,0.04333515465259552,0.2187877893447876,0.20674405992031097,0.26986101269721985,0.5197256803512573,0.3740345537662506,6.240979194641113,0.5123719573020935,55.00426483154297,0.41022589802742004,0.1005748063325882,3.7145402431488037,1.2064391374588013,0.9646796584129333,0.39415282011032104,0.2568438649177551,0.10296991467475891,0.5863280296325684,0.9974195957183838,0.1785193830728531,3.991150379180908,0.06869480013847351,0.37361767888069153,0.5055717825889587,0.242314413189888,0.48168328404426575,0.8658128380775452,0.0894017294049263,10.738550186157227,0.6166746616363525,0.15471649169921875,1.4512276649475098,0.15612199902534485,0.22431688010692596,0.9442862868309021,7.6749138832092285,0.5727583169937134,0.36022138595581055,3.1056931018829346,0.9258376955986023,0.12942653894424438,1.3276607990264893,0.08240421861410141,9.308951377868652,0.8729240298271179,2.8939151763916016,5.503421306610107,4.977670192718506,1.1532492637634277,0.10264848172664642
9,663.6370849609375,2.3434457778930664,0.6875925064086914,4.296546459197998,4.09682035446167,5.613898277282715,10.800747871398926,7.957332611083984,4.005748748779297,0.2999158203601837,44.743995666503906,0.46771249175071716,0.1130509302020073,2.274714708328247,0.15243111550807953,0.12826751172542572,0.18003511428833008,0.349717915058136,0.15318697690963745,0.5354628562927246,6.412472248077393,0.44763851165771484,1.5498175621032715,0.1421009749174118,0.15599043667316437,2.848296880722046,0.1984589397907257,0.14508670568466187,0.6315703392028809,0.09332506358623505,46.578922271728516,0.5536478757858276,0.2661406397819519,0.3537175953388214,0.0923369824886322,0.4176415801048279,0.5879732370376587,3.4472360610961914,0.20764906704425812,0.4278532862663269,2.924302339553833,2.1214237213134766,0.1860283613204956,0.6620447039604187,0.13219794631004333,1.5406553745269775,0.5697721242904663,5.8668341636657715,11.160268783569336,5.1916584968566895,1.2011889219284058,0.05480009317398071
10,636.2409057617188,1.4222670793533325,0.42063215374946594,2.6197850704193115,2.4868006706237793,3.4060986042022705,6.557684898376465,4.808553695678711,10.541159629821777,0.7685043215751648,45.79430389404297,0.7691894769668579,0.13630865514278412,3.9434893131256104,1.7740694284439087,2.9820728302001953,0.3646292984485626,0.3042961359024048,0.15824906527996063,1.8198810815811157,3.970139265060425,0.8155325651168823,2.2708888053894043,0.07995843887329102,0.5664262175559998,0.8789495825767517,0.20221658051013947,0.5851784348487854,10.352094650268555,0.12570133805274963,20.952259063720703,0.5072551369667053,0.15798498690128326,1.0609674453735352,0.12793870270252228,0.23694516718387604,0.9669337868690491,3.805691719055176,0.226291686296463,0.5037992000579834,5.91212272644043,1.473264217376709,0.19850678741931915,1.9678031206130981,0.5336071252822876,35.51350402832031,1.5894135236740112,3.390258312225342,6.423033237457275,3.6239333152770996,0.832632839679718,0.08669635653495789
11,455.79559326171875,1.1452418565750122,0.3157173693180084,2.0407679080963135,1.9536058902740479,2.5996928215026855,5.071639537811279,3.648118734359741,10.639588356018066,0.8308098316192627,36.60520935058594,0.6411212682723999,0.08561688661575317,3.7210988998413086,1.1397426128387451,1.0301132202148438,0.2476952224969864,0.9116185903549194,0.10041435807943344,1.2205116748809814,1.0431296825408936,0.26595255732536316,4.141246318817139,0.15858830511569977,0.2288527488708496,7.523319244384766,0.23644550144672394,0.12080422043800354,0.7676799297332764,0.09987272322177887,22.693099975585938,0.8066390752792358,0.16774693131446838,0.2088399976491928,0.0816788449883461,0.16452546417713165,0.7618399262428284,4.002455711364746,0.5213913917541504,0.4184533953666687,3.387425661087036,1.3866956233978271,0.1460081785917282,1.1465728282928467,0.5036294460296631,13.59144401550293,1.1933788061141968,1.084665298461914,2.045985698699951,10.291642189025879,2.2493815422058105,0.07373359054327011
12,700.4622192382812,1.2376989126205444,0.3679922819137573,2.2999446392059326,2.1708574295043945,2.927137851715088,5.716046333312988,4.104750156402588,1.7373027801513672,0.20096063613891602,57.07173156738281,0.4327176511287689,0.07504147291183472,6.779791831970215,1.1026942729949951,0.9563078284263611,0.10067249089479446,0.3254011571407318,0.06531547009944916,1.0911535024642944,0.4326382279396057,0.11295182257890701,0.5302873849868774,0.03712048754096031,0.05795648694038391,0.531008780002594,0.07119835913181305,0.06972391158342361,0.21596463024616241,0.03476031497120857,6.002215385437012,0.20912617444992065,0.05293755605816841,0.34318238496780396,0.036801598966121674,0.10946284979581833,0.20979635417461395,4.860295295715332,0.37755051255226135,0.13847485184669495,1.0459481477737427,0.17256785929203033,0.04569230601191521,0.3091675043106079,0.36105120182037354,3.9225332736968994,0.23139047622680664,2.377480983734131,4.564615249633789,5.577479362487793,1.281808853149414,0.06978394836187363
13,638.870361328125,1.4720417261123657,0.4419022500514984,2.7188243865966797,2.5917019844055176,3.5212180614471436,6.763339519500732,4.981297492980957,40.72834014892578,2.9756884574890137,46.912620544433594,0.4978888928890228,0.13067054748535156,5.27246618270874,0.33961644768714905,0.2774772047996521,0.5753156542778015,1.0258562564849854,0.22064821422100067,7.867459774017334,2.739927053451538,0.5566086173057556,3.635308265686035,0.10095351934432983,0.5505269169807434,0.663081169128418,0.2635002136230469,0.7099681496620178,2.9824819564819336,0.1490517407655716,34.10234832763672,0.8439415693283081,0.3059471845626831,2.076925277709961,0.23335790634155273,0.1766572892665863,1.2565218210220337,1.289151906967163,1.2457869052886963,0.5936349034309387,4.97277307510376,2.7512571811676025,0.23072053492069244,1.6059187650680542,0.1138651892542839,2.7514164447784424,1.9829543828964233,4.050252914428711,7.64492130279541,5.099562644958496,1.1603548526763916,0.05889817699790001
14,698.23291015625,1.7007503509521484,0.5083494186401367,3.1426808834075928,2.9976730346679688,4.035616874694824,7.83893346786499,5.7211151123046875,4.65184211730957,0.46383264660835266,51.9327507019043,0.4641318619251251,0.07484715431928635,5.509979248046875,1.277899146080017,0.3236653506755829,0.14283239841461182,0.26408666372299194,0.06506559997797012,0.6596605181694031,2.3570051193237305,0.19666826725006104,0.8520169854164124,0.07592938095331192,0.23593562841415405,0.4735678732395172,0.13546480238437653,0.08722982555627823,0.4368886351585388,0.04562044143676758,6.8693084716796875,0.18265946209430695,0.1322474181652069,0.19452843070030212,0.04532875865697861,0.11280759423971176,0.34307777881622314,1.9237983226776123,0.105152927339077,0.17792324721813202,1.610601782798767,0.7462862133979797,0.0794135108590126,0.46133697032928467,0.12179839611053467,5.164612293243408,0.5204772353172302,2.8521125316619873,5.377216815948486,4.3821539878845215,1.0168086290359497,0.1606142520904541
15,688.4156494140625,1.2805947065353394,0.3787681460380554,2.373115062713623,2.236950397491455,3.016129970550537,5.8325514793396,4.259410858154297,13.430537223815918,1.0403212308883667,55.98672103881836,0.5090848803520203,0.6060832738876343,1.4897050857543945,0.18950803577899933,0.0819627121090889,0.3517378568649292,0.325348824262619,4.685886859893799,0.5493947267532349,1.0083694458007812,0.5966642498970032,4.574543476104736,0.1181427538394928,0.29888930916786194,1.2066611051559448,0.5275688171386719,0.261188805103302,0.953698456287384,0.1797621250152588,26.710817337036133,0.7305927276611328,0.12860649824142456,0.2598983645439148,0.13905058801174164,0.20223546028137207,1.461140751838684,5.297945022583008,0.9291110038757324,0.6162197589874268,3.9960391521453857,1.0987683534622192,0.14636462926864624,1.1612155437469482,0.09854088723659515,6.968730449676514,1.2605024576187134,2.780388116836548,5.246425628662109,5.294177532196045,1.2068029642105103,0.07003311812877655
16,694.624267578125,1.2425868511199951,0.36725741624832153,2.3481807708740234,2.2206926345825195,2.9779748916625977,5.818556785583496,4.22523832321167,9.669159889221191,0.7574869990348816,50.66064453125,0.48632457852363586,0.31187987327575684,2.1257474422454834,0.3057589530944824,0.7758165001869202,0.24506926536560059,1.5439128875732422,0.46540960669517517,15.101908683776855,0.6009537577629089,0.3997241258621216,0.9469340443611145,0.17902426421642303,0.13330550491809845,2.2557618618011475,0.13005711138248444,0.09160102158784866,0.5838862657546997,0.0672864019870758,13.764041900634766,0.45170363783836365,0.4545403718948364,0.15373653173446655,0.2879381775856018,0.1433780938386917,0.5652758479118347,2.206632614135742,0.11861968040466309,0.33473628759384155,2.1248910427093506,0.3347707688808441,0.07764266431331635,0.5938568115234375,0.05610230937600136,2.868856430053711,0.6898002028465271,2.57417893409729,4.8758745193481445,6.0877180099487305,1.3857208490371704,0.074832484126091
17,667.9395751953125,2.62068510055542,0.7757324576377869,4.921844959259033,4.668120861053467,6.265984535217285,12.147844314575195,8.809014320373535,16.07744789123535,1.1984628438949585,61.06119918823242,0.6448479294776917,1.1289925575256348,2.976433753967285,0.5273755192756653,2.096635341644287,0.46072712540626526,0.42436274886131287,2.529212236404419,0.5941908955574036,1.6844290494918823,0.6232313513755798,1.6228835582733154,0.2577493190765381,0.2520942687988281,0.5654368996620178,0.43536028265953064,0.31253743171691895,1.1285429000854492,0.201786071062088,65.34253692626953,1.206045389175415,0.6605165600776672,0.48359808325767517,0.27288731932640076,0.34502533078193665,1.5477430820465088,8.925629615783691,0.6572954058647156,0.8341412544250488,4.231530666351318,2.1516005992889404,0.2841334939002991,2.073927402496338,1.08014976978302,21.565427780151367,1.7785896062850952,4.9144086837768555,9.336644172668457,4.8977274894714355,1.1283469200134277,0.0643317848443985
